-20,1
8,6
-7,-1
-13,5
27,10
20,-26
-8,-26
-2,24
-5,15
27,18
-30,17
-26,11
-16,25
-10,-25
-23,21
-13,29
14,-24
16,-26
12,-15
-20,14
-25,-2
15,9
12,-30
2,-6
-3,2
-19,28
28,21
16,28
-11,-21
25,13
5,-4
1,11
-7,-6
11,-28
22,-26
-16,18
-9,28
-23,18
-2,-27
24,-13
-28,7
8,-23
-7,-19
-30,26
21,-30
8,-8
-13,-28
26,22
-24,19
-7,3
-12,8
23,-10
12,28
22,18
-7,0
-27,-12
12,8
-27,-2
-2,-29
-16,-21
-24,22
-18,-1
25,7
-1,-15
10,16
-16,15
-2,3
-16,13
-7,19
16,5
-1,-5
14,14
-10,-21
2,6
8,-25
-4,-18
6,-26
-6,-28
13,-15
-30,-10
-18,-22
-27,11
19,7
-22,3
1,-30
-26,24
10,-22
-21,-1
30,-10
6,-20
-7,2
-14,-1
18,-7
-26,22
29,18
-15,-5
-15,25
21,19
-18,-22
-15,17
26,2
15,21
-5,19
12,-13
28,30
22,-22
28,-24
22,-24
29,-28
-10,-10
-28,27
0,17
-20,-26
-19,-3
20,-8
29,25
-28,13
-13,-24
25,14
-16,-27
-8,-19
16,18
-7,6
4,7
20,-20
-20,-3
24,11
24,30
19,27
-19,-22
30,-23
-15,26
-16,-1
-30,4
-3,-29
-24,19
26,24
26,14
19,12
-29,-30
21,-25
-25,27
-29,2
-25,-22
-10,-11
-27,28
-5,5
-25,-10
-6,-14
22,6
19,-19
10,-17
-30,-9
-23,0
-2,-19
-22,-28
2,-16
-20,18
15,23
19,11
5,1
-1,-10
-19,-18
25,-29
-26,1
-27,-12
-18,-11
-16,-22
26,-4
24,11
3,-28
-10,-20
22,0
16,-18
10,1
-2,-5
12,-10
28,-17
-18,-21
11,-28
-7,30
3,-13
-2,8
-18,27
-11,22
24,8
-2,-25
24,-26
-7,-3
-11,-5
-8,-6
15,-18
5,10
14,4
-5,-20
7,-18
24,-19
7,10
-25,-14
10,27
-10,24
-25,2
21,-6
-28,-11
-22,-6
-10,-10
-15,0
-13,-19
-22,-23
28,1
1,13
-21,-19
-5,-9
-19,-28
-8,-1
-11,8
-28,-25
21,-13
-5,-2
2,1
-10,30
-17,-2
-4,-5
-7,11
30,19
29,11
7,10
29,28
-5,-2
-13,-7
-25,9
-4,25
-30,24
-13,-4
-16,12
-23,-20
-5,2
7,19
11,0
-13,-28
-6,24
15,-13
1,25
-18,25
-5,12
-16,12
3,4
-13,-18
27,15
2,1
28,-12
9,-11
6,9
-4,16
-23,2
0,-17
-28,-18
8,17
-3,29
1,-14
26,8
-22,28
30,-6
-3,15
-19,18
-7,4
-4,26
-23,-9
-19,-20
-22,-21
-22,-14
16,-22
22,-22
10,18
-20,-18
30,-18
8,-2
30,18
1,0
21,10
-22,20
19,29
-14,6
-15,13
11,-16
30,-14
20,30
-17,-25
-1,-7
14,18
4,10
-15,-8
18,-24
19,30
-6,-7
-26,-22
-28,-2
-18,16
20,23
5,0
19,-26
21,-20
8,-1
16,-28
17,30
-20,-4
7,-14
26,7
28,-8
5,8
4,12
27,-20
-6,-1
14,0
9,-5
3,-16
-4,-29
11,10
28,29
21,17
28,7
12,17
18,-22
-3,-23
16,8
-25,-16
-28,-24
-28,-7
19,-8
4,-24
-26,-13
19,-19
-11,8
8,2
0,7
9,9
16,4
11,-9
-29,-22
-10,12
-18,-8
-21,-3
18,-20
-5,20
-13,-11
-7,22
26,-29
27,12
-7,4
24,-24
14,-23
-26,24
3,16
22,14
9,-1
17,9
2,-7
4,-12
23,-7
-7,28
23,24
28,2
30,-9
30,24
-5,9
29,-12
-16,-8
11,-10
2,-6
1,13
30,6
-25,-21
11,13
-23,3
10,-22
25,-4
-17,13
-13,-14
-11,10
-10,20
-8,-14
-22,-27
-30,24
4,-2
22,10
15,12
-18,1
